fname|name|addr|desc|topic|latitude|longtitude|google|naver|tripadviser|avg|data|wordCloud
tour_culture_10|아회아트홀|대구광역시 중구 문우관길 47|아회아트홀은 대구시민을 위한 공간으로 녹음시설과 연습실 등과 전시실 등이 갖추어져 있다. 각종 콘서트와 문화활동을 지원하는 곳이다.|문화관광|35.86453363|128.59158774|자료 없음|자료 없음|자료 없음|자료 없음|0|none
tour_culture_11|수성아트피아|대구광역시 수성구 무학로 180|수성아트피아는 양질의 작품들, 다양한 작품들을 매개로 한국/세계의 유수한 아티스트들과의 “정서적/정신적/심리적”인 <만남과 대화>를 만들겠다는 목표 아래 건설되었다. 아티스트들의 공연이나 예술작품들이 이곳에 많이 유치되고 있다. 오페라나 음악콘서트, 미술전시회 등이 정기적으로 열려 문화공간을 찾는 관광객들이라면 한 번쯤 들러 볼 장소이다.|문화관광|35.829351416|128.628297041|자료 없음|자료 없음|자료 없음|자료 없음|0|none
tour_culture_12|Vintage|대구광역시 남구 성당로 60길 90|복합문화공간 빈티지는 창작과 문화예술 공유공간으로써 창조적 활동을 지원하는 곳이다. 생활 속의 문화공간으로서 각종 소규모 퍼포먼스가 가능토록 시설을 완비하고 있고, 다양한 개인 모임과 파티가 가능하도록소박하게 꾸며져 있다. 공연, 파티가 없는 날이라도 언제든 커피 한 잔의 여유를 즐길 수 있다.|문화관광|35.856759139|128.578840912|자료 없음|자료 없음|자료 없음|자료 없음|0|none
tour_culture_13|대덕문화전당|대구광역시 남구 앞산순환로 478|자연과 함께 숨쉬는 남구 대덕문화전당은 문화와 자연이 공존하는 곳으로 그 이름이 널리 알려져 오고 있다. 공연, 전시, 문화강좌 등 많은 문화와 예술 프로그램을 진행, 유치해오고 있다. 또한 남구 농악단, 남구 합창단 등 예술단의 활발한 활동을 토대로 지역 문화 발전에도 이바지 하고 있다.|문화관광|35.831292096999995|128.57700993|자료 없음|자료 없음|자료 없음|자료 없음|0|none
tour_culture_14|관덕정 순교 기념관|대구광역시 중구 관덕정길 11|관덕정(觀德亭)은 조선시대에 무과 과거의 하나인 도시(都試)를 행하던 도시청(都試廳)이었고, 관덕정 앞으로는 과거를 보던 일종의 연병장이 있었다. 연병장 근처에 중죄인들을 공개 처형하던 처형장이 있었는데 동학의 창시자 최제우가 처형된 곳도 바로 이 곳이다. 을해박해(1815년), 정해박해(1827년), 기해박해(1839년), 병인박해(1866년) 때 천주교인 25명이 이곳에서 처형되었으며, 대구의 경상감영 옥사에서 순교한 이들도 31명에 이른다고 한다. 관덕정순교기념관은 한국 천주교 전래 200주년을 기념하여 천주교 대구대교구의 성지 개발 사업으로 건립된 것으로, 처형터로 고증된 땅 512.40㎡를 확보한 후 1985년부터 1990년까지의 공사기간을 거쳐 순교기념관 건립하였고, 1991년 5월 개관식을 가졌다. 지하 1층·지상 3층의 한옥 누각 형식 건물이다.|문화관광|35.865157494|128.591129608|자료 없음|자료 없음|자료 없음|자료 없음|0|none
tour_culture_15|대구전시컨벤션센터(EXCO)|대구광역시 북구 유통단지로 90|종합유통단지에 위치하고 있는 대구전시컨벤션센터(EXCO)는 전시, 예술, 공연, 비즈니스 등의 복합 전시문화 공간이다. EXCO의 전시실은 3m x 3m 부스를 총 600개까지 설치할 수 있는 국제 규모의 전문 전시실로 대구국제자동화기기전 대한민국 소방방재, 안전엑스포, 대한민국 그린에너지 엑스포 등 국내외 대규모 전시행사를 성공적으로 개최한 전문 전시공간이다. 최근에 국제육상대회를 기반으로 해서 더욱더 다양한 이벤트와 비즈니스에 주력하고 있다.|문화관광|35.911178446|128.612074021|자료 없음|자료 없음|4.0|4.0|1|wc_tour_culture_15
tour_culture_16|패션디자인개발지원센터|대구광역시 북구 유통단지로 14길 17|패션디자인개발지원센터(FCK)는 대구를 밀라노와 같은 세계적인 섬유/패션도시로 만들고자하는 밀라노 프로젝트의 일환이다. 섬유 패션사업을 국제경쟁력을 갖춘 고부가가치 사업으로 육성하기 위하여 산업통상자원부에서 지원하고 대구시에서 설립 운영하는 섬유패션종합연구지원기관이다.|문화관광|35.906127809000004|128.61168470200002|자료 없음|자료 없음|자료 없음|자료 없음|0|none
tour_culture_17|한국섬유개발연구원|대구광역시 서구 국채보상로 136|1977년 9월 경북섬유기술전문훈련소로 설치한 뒤, 몇 년의 발전과 개정과정을 거쳐1996년 4월 지금의 명칭으로 확대, 개편하였다. 주요활동은 신제품 개발본부 운영에 의한 공정 및 제품개발, 섬유제품 품질향상을 위한 시험 및 분석 지원, 섬유정보지원본부 운영에 의한 섬유특화정보 발굴·지원, 섬유도서관 및 직물리소스센터 운영에 의한 기술 및 상품기획 지원 등이다. 조직은 신제품개발본부·섬유정보지원본부의 2본부와 8팀으로 구성되어 있다.|문화관광|35.867425236|128.545201356|자료 없음|자료 없음|자료 없음|자료 없음|0|none
tour_culture_18|코오롱야외음악당|대구광역시 달서구 공원순환로 46 (두류공원 내)|2000년 9월 29일에 개관한 대구 코오롱야외음악당은 단일공연장으로서는 국내 최대의 규모로 두류공원 내에 위치하고 있다. 접근성이 좋아 많은 시민들이 찾고 있는 장소로 유명하다. 또한 1만 여평의 넓은 잔디광장에 2만 7천명을 수용할 수 있으며, 음악회를 비롯하여 연극, 뮤지컬, 오페라 등의 무대공연도 가능하여 문화공연이 많이 개최되고 있다. 이용자격에 제한을 두지 않는 개방적인 공간이다. 탁 트인 야외에서 휴식을 겸하여 공연을 감상할 수 있으어 시민의 곁으로 한 걸음 다가서는 열린 문화공간으로서의 역할을 다 할 것으로 기대된다.|문화관광|35.850915855|128.557978733|자료 없음|자료 없음|자료 없음|자료 없음|0|none
tour_culture_19|약령시 한의약박물관|대구광역시 중구 달구벌대로 415길 49|"""350여 년 역사를 잇는 약령시에서 한방 웰빙 체험하기 ‣ 한의약의 원리와 생활 속 한방요법을 재미있게 체험할 수 있는 약령시 한의약박물관. 무료 체험시설과 유료 체험 프로그램이 있다 ‣ 3층 전시실에 100년 전 약전골목을 실감나게 재현해 놓았다. 온갖 약초 표본과 한약 만드는 도구 등을 본 뒤 2층 한방체험실에서 한방족욕체험, 셀프 건강체크 등을 체험할 수 있다 """|문화관광|35.868483045|128.589910826|4.1|자료 없음|자료 없음|4.1|1|wc_tour_culture_19
tour_culture_20|경북대학교 박물관|대구광역시 북구 대학로 80|국립 경북대학교 박물관은 1959년 개관하여 선사시대부터 최근의 민속자료에 이르기까지 약 7,000여 점의 수집품과 40,000여 점의 발굴유물이 있으며, 이 가운데 국가지정문화재인 보물 7점을 전시하고 있다. 각 전시실에는 신석기 시대의 빗살무늬토기와 돌도끼를 비롯하여 조선시대의 자기류, 회화류, 서적류, 그리고 교사자료에 이르기까지 다양한 유물들이 시대순으로 진열되어 있다. 최근에는 문화유적답사, 특별전시회 등 사회교육과 전시 기능도 강화함으로써 지역사회 주민들이 우리 역사와 문화의 고급 정보를 얻고 각 시대의 삶과 경험을 이해하며 다른 문화와 관습에 대해 폭 넓은 사고를 하는데 기여하고자 노력하고 있다.|문화관광|35.887720188|128.607715777|4.1|자료 없음|자료 없음|4.1|1|wc_tour_culture_20
tour_culture_21|대구문화예술회관|대구광역시 달서구 공원순환로 201|시민들이 일상에서 문화예술을 마음껏 즐기는 문화예술회관은 해마다 다양한 공연, 전시회를 열어 사람들이 즐겨 찾는 곳이다. 열정과 재능을 발휘하는 예술가들의 창작혼이 가득하며, 감동을 전하는 문화서비스를 실천하는 것을 지향하고 있다.|문화관광|35.844996151|128.559125147|자료 없음|자료 없음|자료 없음|자료 없음|0|none
tour_culture_22|예전소극장|대구광역시 남구 명덕로 98-1|대구에서 가장 긴 역사를 자랑하는 소극장으로 남구 대명동에 위치하고 있다.|문화관광|35.856837236|128.580662889|자료 없음|자료 없음|자료 없음|자료 없음|0|none
tour_culture_23|아양아트센터|대구광역시 동구 효동로 2길 24|동구에 위치하고 있으며 공연장, 야외공연장, 전시장, 문화센터, 스포츠센터 등을 갖추어 지역민들이 쾌적하고 안전한 공간에서 문화생활을 즐길 수 있게 하였다.|문화관광|35.879750354|128.65183477899998|자료 없음|자료 없음|자료 없음|자료 없음|0|none
tour_culture_24|MMC(만경관)|대구광역시 중구 국채보상로 547|대구 최대, 최고의 멀티플렉스 MMC만경관은 국내 최초, 순수 국내자본과 국내 노하우로 운영되는 MMC는 영화가 보고 싶을 때 가장 먼저 들러보게 되는 곳이다.|문화관광|35.87096926|128.59030048399998|자료 없음|자료 없음|자료 없음|자료 없음|0|none
tour_culture_25|낙동강 승전기념관|대구광역시 남구 앞산공원로 574-110|일명 승공관이라고 하는 낙동강 승전기념관은 1979. 6. 25 준공 및 개관하였다. 6. 25당시 마지막 저지선이었던 낙동강전적지를 기념하고, 참전용사들의 거룩한 얼을 기리기 위해 세웠다.|문화관광|35.820033|128.5614475|자료 없음|자료 없음|자료 없음|자료 없음|0|none
tour_culture_26|대구근대역사관|대구광역시 중구 경상감영길 67|"""타임머신 없이 떠나는 대구 근대 시간 여행 ‣ 1932년 건립된 조선식산은행 대구지점 건물을 활용한 근대문화유산. 르네상스 양식을 본뜬 건축물로 보존 상태가 양호하다. 2003년 대구시유형문화재 제 49호로 지정 ‣ 1층 상설전시실과 2층 기획전시실로 구성. 근대 유물과 자료를 비롯해 조선식산은행 대구지점 금고와 우리나라 최초의 시내버스인 부영 버스 영상 체험이 눈길을 끈다 ‣ 안내데스크에 요청 시 해설도 가능. 외국인 경우 디바이스(영어, 일본어, 중국어) 무료 대여 """|문화관광|35.87181495|128.59114263|4.3|자료 없음|4.0|4.15|1|wc_tour_culture_26
tour_culture_27|김광석 다시 그리기 길|대구광역시 중구 달구벌대로 2238|"""김광석의 음악 인생이 녹아있는 골목에서 벽화 감상하기 ‣ 방천시장 뒷골목, 350m 이어진 골목 담벼락에 김광석의 삶과 노래를 주제로 한 벽화가 실감나게 펼쳐진다 ‣ 드라마 ""하이드 지킬, 나""에 등장했던 장면을 따라 벽화 앞에서 기념사진 남기기, 추억의 뽑기 체험 등을 할 수 있다. 골목 가득 울려 퍼지는 김광석의 음악이 운치를 더한다 """|문화관광|35.861781562|128.607685636|4.2|자료 없음|자료 없음|4.2|1|wc_tour_culture_27
tour_culture_28|강정고령보 - 디아크(The ARC)|대구광역시 달성군 다사읍 강정본길 57|""" 물과 자연과 문화가 오롯이 담긴 건축예술품 ‣ 강과 물, 자연을 모티브로 건축한 디아크는 예술적인 외관으로 사랑 받는다 ‣ 디아크 주변으로 조성된 수변 공간, 자전거길은 주민의 녹색쉼터로 활용 ‣ 지하 1층 전시관은 4대강문화관으로 꾸며진다. 1층과 2층은 생명의 순환을 테마로 하는 서클영상존이다. 최고의 힐링 장소는 디아크의 3층 전망대 """|문화관광|35.84115792|128.465060341|4.4|자료 없음|4.0|4.2|1|wc_tour_culture_28
tour_culture_29|대구미술관|대구광역시 수성구 미술관로 40|대구미술관(2011.5.26 개관)은 대지면적 71,202㎡ 건축면적 8,808.27㎡, 연면적 21,701.44㎡ 규모로 지하1층, 지상3층의 공간에 1~5전시실, 어미홀, 강당, 교육시설, 정보센터, 관람객을 위한 편의시설로 구성되어 있다. 대구미술관의 상징적 측면을 고려해 만들어진 어미홀(가로 15m, 세로 55m, 높이 20m)은 연1회 아티스트의 창의적인 영감을 실현하는 인큐베이팅 공간으로 활용한다. 특히 3전시장은 실내와 자연풍경과 접점을 이루는 전시장으로 고정된 곳이 아닌 율동하고, 교감하는 장소로 활용하고 있다. 대구미술관은 국내외의 근·현대미술을 소개하는 전시는 물론, 미술 강좌 등 다양한 교육프로그램 운영과 시민의 문화예술욕구에 부응하는 문화공간으로서의 역할을 담당하고 있다. ○주요시설 - 지하1층 : 프로젝트롬 - 지상1층 : 1전시실, 다목적홀, 강당, 아트샵, 사무공간 - 지상2층 : 2~5전시실 - 지상3층 : 정보센터, 휴게공간 ○부대시설 : 미술관 주변 산책로, 외부휴식공간, 구름다리 등 ○시설도|문화관광|35.827005571|128.674104583|4.4|자료 없음|자료 없음|4.4|1|wc_tour_culture_29
tour_culture_30|봉산문화회관|대구광역시 중구 봉산문화길 77|대구광역시 중구 봉산문화회관은 주민들의 문화욕구 충족 및 정서를 함양하고 향토문화 창달과 지역예술을 발전시키며, 시ㆍ구민에게 건전한 여가선용 기회의제공과 문화예술과 관련된 평생교육기관의 목적을 가짐과 동시에 봉산문화거리와 연계된 종합문화예술회관으로의 기능을 지향합니다.최신의 음향시설인 라이브 및 시네마 가능시설 설치, 무대시설 자동이송장치 보강, 고급피아노(스타인웨이류) 비치, 소규모 연극과 아동극 등 공연이 가능한 스페이스라온의 설치 및 최근 개관한 오페라하우스 수준에 버금가는 쾌적하고 안락한 관람석 설치는 최적의 공연장 시설을 선호하는 출연자 뿐아니라 관객 또한 선호하는 회관으로서 연중 대관이 가능합니다. 시내중심가인 반월당 지하철 역세권과 봉산문화내거리에 위치하고 448석 객석의 규모로 공연장이용객들이 선호하는 적정규모의 회관으로서 관객의 접근성 용이, 대중교통 이용가능, 문화거리내에 위치하여 인지도가 높을 뿐 아니라, 오포산 재개발사업으로 인하여 주변 지역주민의 이용도가 높고 동성로와 학원가에 위치하여 청소년층의 이용률이 높을 것입니다.|문화관광|35.863431182|128.596571584|4.2|자료 없음|4.5|4.35|1|wc_tour_culture_30
tour_culture_31|CGV 대구 수성|대구광역시 수성구 지범로 191(동아백화점 8층)|수성구 동화백화점 8층에 위치하고 있으며, 4개관 전체좌석수 804석의 영화관이다.|문화관광|35.821072236|128.640360762|자료 없음|자료 없음|자료 없음|자료 없음|0|none
tour_culture_32|CGV 대구 한일|대구광역시 중구 동성로 39, 7층(성내1동)|CGV 대구한일이 옛 명성 그대로, 그 자리에 차별화된 감동과 사운드, 안락함을 함께 느낄 수 있도록 최첨단 시설을 갖춘 5개관의 전체 좌석수 832석의 복합 멀티플렉스 영화관으로 리모델링하였다.|문화관광|35.870438886|128.59536929200002|자료 없음|자료 없음|자료 없음|자료 없음|0|none
tour_culture_33|씨네월드컵|대구광역시 수성구 월드컵로 2-46|대구 스타디움 근처의 자동차 극장이며, 2개의 스크린으로 엄선된 개봉영화와 고음질의 사운드를 제공한다.|문화관광|35.8243885|128.6822025|자료 없음|자료 없음|자료 없음|자료 없음|0|none
tour_culture_34|씨네80|대구광역시 동구 팔공산로 1184|수려한 자연 속에서 가족과 연인이 함께보는 영화세계로 CINE80이 안내합니다. 환상의 드라이브 코스와 동화사, 갓바위, 파계사, 부인사가 곁에 있습니다. 국내 최고의 펄 슬라이딩 스크린과 국내에서 2대 밖에 없는 독일산 키노톤 영사기, 헤드리딩이 아닌 레이져 방식의 사운드 리딩과 고성능 송출 시스템, 최고 설비의 자동차전용극장입니다.|문화관광|35.987905966|128.69431894|자료 없음|자료 없음|자료 없음|자료 없음|0|none
tour_culture_35|대구실내체육관|대구광역시 북구 대구체육관로 39|대구 시민 누구나 이용이 가능한 실내체육관으로 각종 실내, 실외 스포츠를 즐길 수 있다.|문화관광|35.893754463|128.603010017|자료 없음|자료 없음|자료 없음|자료 없음|0|none
tour_culture_36|두류야구장|대구광역시 달서구 공원순환로 7|두류공원은 1965년 공원으로 결정된 이후 1977년부터 본격적으로 개발된 도시근린공원으로서 문화, 교양, 체육시설 등이 구비되어 있어 많은 시민들이 이용하는 사랑받는 공원으로 발전하고 있다. 두류 야구장은1978년 7월 15일∼81년 5월 13일 야구장 건립하고 1997년 8월∼98년 7월 야구장 정비공사를 거쳐 지금의 모습을 갖추었다.|문화관광|35.850816357|128.560811148|자료 없음|자료 없음|자료 없음|자료 없음|0|none
tour_culture_37|대구오페라하우스|대구광역시 북구 호암로 15번지|제일모직(주)이 대구 지역문화와 예술발전을 위해 대구광역시에 기증한 오페라극장으로, 오페라 공연을 중심으로 지역의 공연예술을 발전시키고, 국내 정상 수준의 공연예술과 세계 여러 지역의 공연예술을 지역민들에게 소개하는 데 목적이 있다. 내부 평면은 말발굽형이고, 청각과 시각을 동원해 보고 듣는 예술 장르에 적합도록 설계하였다. 뮤지컬·발레·무용 등의 문화공연이 모두 가능하도록 최첨단 음향시설, 조명 및 영상시설을 두루 갖추었다.|문화관광|35.883525484|128.592252665|자료 없음|자료 없음|자료 없음|자료 없음|0|none
tour_culture_38|월곡역사 박물관|대구광역시 달서구 송현로 7길 38|대구광역시 달서구 상인동에 있는 역사박물관. 임진왜란 당시 의병을 일으켜 1등 선무원종공신에 봉해진 우배선(禹拜善, 1569~1621년)과 관계된 유물, 단양 우씨 월촌 종중 소장품, 각종 생활용품과 농기구 등을 전시하고 있다. 1층 전시실 농경시대생활관에는 우씨 문중에서 수집한 500여 점의 각종 생활용품과 농기구들이 전시되어 있고 2층 전시실은 월곡공자료실과 역대선조자료실, 장서실, 현대자료실로 구성되어 있다. 월곡공자료실에는 우배선의 유품인 <화원우배선의병진군공책 및 관련자료(보물 제1334호)> 등과한 선조의 교지 홍패 등 유품 400여 점이 전시되어 있다. 야외전시장에는 초가집을 세워 대장간과 부엌, 맷돌, 장독대를 만들고 여러 가지 생활용품을 진열하여 조상들의 생활상을 짐작할 수 있도록 하였다.|문화관광|35.819226918000005|128.54566314299998|자료 없음|자료 없음|자료 없음|자료 없음|0|none
tour_culture_39|대구방짜유기박물관|대구광역시 동구 도장길 29|"""방짜유기에 쉽고 재미나게 다가가는 방법 ‣ 전국 유일의 방짜유기 박물관, 대구올레 팔공산 1코스에 있어 걷기 여행을 겸할 수 있다 ‣ 유기문화실, 기증실, 재현실, 체험장 등을 통해 우리 고유 문화유산인 방짜유기와 제작 기술을 전승, 보존, 계승한다 ‣ 우리나라 대표 방짜유기장인 이봉주 장인이 제작, 수집한 귀한 방짜유기를 감상할 수 있다 """|문화관광|35.965528719|128.70135981200002|4.1|자료 없음|자료 없음|4.1|1|wc_tour_culture_39
tour_culture_40|한국은행 화폐 전시관|대구광역시 중구 동덕로 145|화폐전시관은 총면적 298㎡에 「우리화폐 전시관」 과 「세계화폐 전시관」으로 구성되어 있으며, 고대로부터 현대까지 세계 65개국 총 1,800여점의 화폐 및 관련물품이 전시되고 있다.|문화관광|35.867941393|128.603367753|자료 없음|자료 없음|자료 없음|자료 없음|0|none
tour_culture_41|삼덕동 벽화마을|대구광역시 중구 국채보상로150길 76-27|"""구석구석 숨은 아기자기한 벽화와 근대문화유산을 발견하는 보물찾기 같은 여행 ‣ 일제강점기에 지어진 적산가옥과 개량한옥, 마을 길 곳곳에 그려진 벽화를 찾는 재미가 쏠쏠한 여행지 ‣ 벽화와 담장 허물기를 통해 마을공동체를 돈독히 한 마을의 사례를 알아볼 수 있는 곳 """|문화관광|35.865266613|128.609356842|자료 없음|자료 없음|자료 없음|자료 없음|0|none
tour_culture_42|작은중앙가족박물관|대구광역시 중구 중앙대로77길 50-5|"""작지만 약전골목 역사와 한약방의 역사를 한눈에 볼 수 있는 명소 ‣ 약전골목에서 3대째 한약방을 운영하고 있는 중앙한약방 ‣ 한약방이 과거의 역사가 아니라 현재에도 살아 숨 쉬는 역사임을 느낄 수 있는 사립박물관 ‣ 중앙한약방에서 직접 제조한 건강한방약차를 맛 볼 수 있는 건강한 여행"""|문화관광|35.868647999000004|128.590931742|자료 없음|자료 없음|자료 없음|자료 없음|0|none
tour_culture_43|국립대구기상과학관|대구광역시 동구 효동로2길 10|"""가족이 함께 날씨에 관한 모든 것 체험하기 ‣ 기상, 기후에 관한 전시실을 둘러보고 체험시설을 이용하며 날씨의 흥미로움에 자연스레 빠지게 된다. 부모와 함께하는 아동수업, 기상캐스터 체험 등 유익한 프로그램이 한가득 ‣ 3개 전시관에 50여 개의 기상, 기후 콘텐츠를 보유한 국내 최고 기상과학관. 일상과 밀접한 날씨가 어떻게 만들어지는지 원리를 깨달은 후, 야외에 조성된 기상과학동산에서 즐거운 시간을 보낸다 """|문화관광|35.879104978|128.650839967|자료 없음|자료 없음|자료 없음|자료 없음|0|none
tour_culture_44|얼라이브 아쿠아리움 대구|대구광역시 동구 동부로 149, 9층 (신천동 신세계백화점 대구점)|"""국내 최초로 적용된 수조들이 규모 2000톤, 4개의 테마존으로 구성되어 있으며, 200여종의 해양생물 및 동물들과의 교감으로 메인 수조의 수중 촬영 생태설명회, 국내 최초 적용되는 샤크 브릿지, 트리하우스의 앵무새먹이주기 체험 등으로 생생한 해양 생태계를 고객님들께 선사합니다. 편의시설 : 수유실, 장애인용 화장실 체험프로그램 : 샤크브릿지, 앵무새먹이주기, 잉어먹이주기 등 다양한 체험프로그램 제공"""|문화관광|35.877861466|128.629281664|자료 없음|자료 없음|4.5|4.5|1|wc_tour_culture_44
