fname|name|addr|desc|topic|latitude|longtitude|google|naver|tripadviser|avg|data|wordCloud
tour_nature_10|2.28기념중앙공원|대구광역시 중구 동성로 2길 80|대구 중심지에 위치한 도시근린공원으로 조화롭게 꾸며진 자연경관이 인상적이다.|자연/공원|35.869914961999996|128.598101151|4.2|4.27|3.0|3.82|1|wc_tour_nature_10
tour_nature_11|달성공원|대구광역시 중구 달성공원로 35|""" 역사의 흔적을 품은 공원, 대구에서 가장 오래된 도심 공원 ‣ 사적 제 62호로 지정. 공원 안에 옛 토성과 지방문화재 자료 제3호인 관풍루가 자리 ‣ 사슴과 타조, 물개, 호랑이 등을 관람할 수 있는 동물사가 있어 가족여행객에게 인기. 곳곳에 벤치와 휴식 공간이 많으며 공원 둘레는 한 바퀴 도는 오솔길이 조성되어 있어 천천히 산책하며 쉬어가기 좋다 """|자연/공원|35.875626948000004|128.577037975|4.2|4.28|3.0|3.83|1|wc_tour_nature_11
tour_nature_12|국채보상운동기념공원|대구광역시 중구 국채보상로 670|"""대구에서 처음 시작된 국채보상운동의 정신이 깃든 도심 속 쉼터 ‣ 총면적 42,509㎡에 잔디광장과 녹지 공간, 오솔길, 분수, 정자 등을 갖추고 있다. 곳곳에 벤치와 휴식 공간이 많아 시민은 물론 여행객들도 많이 찾는다 ‣ 달구벌 대종과 독립지사 흉상, 국채보상운동 여성기념비 등이 있고, 공원 한 쪽에 국채보상운동 기념관도 자리해 있다 """|자연/공원|35.869306437|128.601738518|자료 없음|자료 없음|4.0|4.0|1|wc_tour_nature_12
tour_nature_13|금호강 자연생태공원|대구광역시 동구 금호강 일대|시멘트와 돌로 다듬은 강변과는 다르게 옛 시골 정취를 고스란히 간직하고 있는 자연친화적인 생태공원이다. 생태계를 파괴하지 않고도 수변공원을 개발할 수 있다는 것을 보여준 대표적인 사례로 꼽히고 있다.|자연/공원|35.7172343|128.5137551|자료 없음|자료 없음|자료 없음|자료 없음|0|none
tour_nature_14|화원유원지|대구광역시 달성군 화원읍 사문진로 1길 40-14|"""대구의 숨은 비경을 간직한 동산에서 힐링 ‣ 낙동강 줄기, 전나무 숲 등 다양한 풍경 속을 걷거나 전기차로 이동하는 쉽고 편안한 여정. 화원동산 입장료는 없고, 전기차 이용 시 비용 발생 ‣ 왼편 언덕을 따라 낙동강 줄기가 시원하게 내려다보이는 산책로가 이어진다. 전망대에서 바라보는 금호강과 낙동강 합류 지점의 달성습지 풍경이 압권이다 ‣ 드라마 <괜찮아 사랑이야>에서 두 주인공이 데이트하며 걷던 길이 고즈넉하게 펼쳐진다 """|자연/공원|35.811885054|128.478082752|4.2|4.39|자료 없음|4.3|1|wc_tour_nature_14
tour_nature_15|망우당공원|대구광역시 동구 효동로 2길 93(관리사무소)|임진왜란 때 전국 최초로 의병을 일으켜 왜적을 무찌른 의병장이자 경상도 방어사, 함경도 관찰사 등을 역임한 홍의장군 곽재우(郭再祐)의 공을 기리기 위해 조성하였다. 공원의 이름은 그의 호인 망우당(忘憂堂)에서 따왔다. 공원 안에는 곽재우의 동상이 서 있고, 동상 부근에 그의 유품을 보관하고 있는 망우당기념관이 있다. 하얀 성벽 위로 보이는 누각은 영남제일관인데, 조선시대에 축조한 대구읍성의 남문으로 일제강점기에 철거된 것을 1980년 이곳에 옮겨 중건한 것이다. 이 지방 독립운동의 산실이었던 조양회관도 이 곳에서 들러볼 수 있다.|자연/공원|35.87614129999999|128.6540566|자료 없음|자료 없음|자료 없음|자료 없음|0|none
tour_nature_16|앞산공원|대구광역시 남구 앞산공원로 574-87|"""앞산공원은 도심에서 4.5㎞이내에 위치하여 시민들의 접근이 용이하고 자연경관이 수려하고 산림이 울창하며, 체력단련이 용이하다. 앞산""""으로 불리워지고 있는 것은 대구의 앞쪽에 있는 산이라는 뜻으로 불리워지던 것이 고유명사로 굳어졌을 것으로 생각된다. 앞산케이블카 - 앞산 큰골 중심부를 가로질러 해발 300m에서 600m에 다다른다. 앞산은 행정구역상 대구광역시 남구, 수성구, 달서구에 위치하고, 공원내에는 크고 작은 8개골과 20여개의 약수터 및 수많은 등산로가 있다. 6.25당시 낙동강 전투의 승리를 기념하기 위한 낙동강 승전 기념관과 목숨을 바쳐 나라를 지킨 호국영령들을 추모하기 위한 충혼탑 및 청소년수련원, 궁도장, 승마장, 남부도서관을 비롯하여 체력단련장 등이 각 골에 고루 배치되어 있다. 앞산에는 113과 571종의 식물들이 자생하고 천연림에 가까운 참나무숲 10만여평과 잣나무단지24㏊ 5만여본이 울창하게 자라고 있고, 연중 1,600여만명이 즐겨 찾는 천혜의 산림욕장 및 산림문화휴양공간으로 제공되는 도시자연공원이다. 정상에는 대구 시가지 전체를 한 눈에 조망할 수 있는 자연전망대 휴게소가 마련되어 있다."""""""|자연/공원|35.820033|128.5614475|4.5|자료 없음|4.5|4.5|1|wc_tour_nature_16
tour_nature_17|스파밸리|대구광역시 달성군 가창면 가창로 891|"""주암산 기슭 청정자연에서 물놀이와 온천 즐기기 ‣ 워터파크, 온천, 숲 속 호텔, 동물원과 식물원이 한 자리에 있는 복합테마파크 ‣ 맑은 공기를 마시며 한방과 힐링 콘셉트의 온천탕과 파도풀, 바데풀 등을 갖춘 워터파크를 즐길 수 있다 ‣ 네이처파크에는 구절초공원, 편백숲 등 자연친화적인 산책길이 잘 닦여 있다 교감형 동․식물원이 조성되어 있어 산책 중에 토끼나 공작새가 나타나기도 한다, 이용 시간 - 실내 워터파크 : 09:00~18:00, 네이처파크 : 홈페이지 참조, 애니멀밸리 11:00~20:00(입장마감 19:00) / 입장료 - [워터파크]주중, 주말 종일권 대인 38,000원, 소인 30,000원 오후권 대인 24,000원, 소인 19,000원 / [네이처파크] 홈페이지 참조"|자연/공원|35.788029605|128.636112064|4.1|4.18|자료 없음|4.14|1|wc_tour_nature_17
tour_nature_18|경상감영공원|대구광역시 중구 경상감영길 99|"""도심 한복판 숲과 정원을 거닐며 역사공부 ‣ 조선 선조 34년(1601) 경상감영이 있던 곳. 1970년 대구시가 중앙공원으로 개장 ‣ 대구의 중심부에 위치한 도심 속 정원이다. 하늘을 가릴 만큼 키 높은 나무와 꽃밭, 잔디광장, 구불구불 이어지는 산책로를 걸으며 피로와 스트레스를 해소하기 좋은 장소 ‣ 경상도 관찰사의 집무실인 선화당(유형문화재 제1호)과 처소로 사용한 징청각(유형문화재 제2호)등 문화유산을 둘러보며 역사공부도 할 수 있다 """|자연/공원|35.871984551|128.59283036|3.9|자료 없음|3.5|3.7|1|wc_tour_nature_18
tour_nature_19|이월드(E-World)|대구광역시 달서구 두류공원로 200|"""영남권 최대 테마파크에서 낭만적인 시간 보내기 ‣ 놀이기구와 전시공간이 공존하는 유럽식 도시공원으로 남녀노소 누구나 즐길 수 있는 공간 ‣ 정문광장을 지나면 우산 빛 로드, 별빛계단, 로맨틱가든 등 83개의 포토존을 만난다. ‣ 83타워 전망대는 밤이 되면 오색찬란한 이월드 야경과 대구 시내 야경이 360도로 펼쳐진다. 별빛축제 기간에는 더욱 화려한 밤을 즐길 수 있다. 이용시간 - 11:00~21:00(매월, 주중, 주말에 따라 다름.홈페이지 참고) 주중 20:00 이후에는 바이킹, 탬버린, 에어레이스 등 14개 어트렉션만 운행. 동물농장 주중 10:00~18:00, 주말 10:00~19:00 [입장권] 어른 26,000원, 청소년 16,000원, 어린이 15,000원 [자유이용권] 어른 45,000원, 청소년 40,000원, 어린이 35,000원"|자연/공원|35.854611582|128.561218603|4.4|4.48|4.0|4.29|1|wc_tour_nature_19
tour_nature_20|83타워(83 TOWER DAEGU)|대구광역시 달서구 두류공원로 200|"""도심 속에 우뚝 솟은 대구의 랜드마크 두류공원(頭流公園) 내에 위치한 유럽형 테마공원에 조성된 83타워(높이 202m)는 대구 전경을 한눈에 내려다 불 수 있는 관광명소로 다보탑 형태의 팔각형 탑신을 자랑하며 한국의 전통 건축미를 재현하고 있다."|자연/공원|35.854611582|128.561218603|4.4|4.39|4.0|4.26|1|wc_tour_nature_20
tour_nature_21|동촌유원지|대구광역시 동구 효동로 2길 72|동촌유원지(44만평)는 대구시 동쪽 금호강변에 있는 유원지로 오래전부터 대구시민이 즐겨 찾는 곳이다. 각종 위락시설이 잘 갖춰져 있으며 드라이브를 즐길 수 있는 도로가 건설되어 있다. 수량이 많은 금호강에는 조교가 가설되어 있고 아양교가 걸쳐 있다.|자연/공원|35.878237454|128.654615385|4.2|자료 없음|자료 없음|4.2|1|wc_tour_nature_21
tour_nature_22|신천|대구광역시 중구 동인동3가|"""도심을 품고 아우르는 생명의 젖줄 대구 도심을 가로지르는 하천경관의 축으로서 신천(新川)은 남측 비슬산과 최정산에서 시작하여 가창 용계에 이르러서는 팔조령 부근에서 시작하는 대천과 합류하여 침산동을 거쳐 금호강에 이르는 지방하천으로 총길이 12.5㎞, 유역면적은 165.3㎢에 이른다. 신천에는 13개의 교량이 가로지르며, 산책로와 자전거도로를 따라 시민의 휴식과 운동의 기회를 제공하며, 특히 한여름 더위를 식혀주는 물놀이장과 한겨울의 운치를 더해주는 스케이트장은 어릴 적 추억을 되살려 준다. 아울러 시민의 사회공간으로서 공연장, 축제의 장 등 여러 행사가 이루어지는 장소로 자연과 인간이 어우러지는 도시형 생태하천으로 주목받고 있다."""|자연/공원|35.871520587|128.606474816|자료 없음|자료 없음|자료 없음|자료 없음|0|none
tour_nature_23|옥연지 송해공원|대구시 달성군 옥포면 기세리 306|봄이면 만개하는 벚꽃길로 유명한 옥연지 일대에 송해공원을 조성하여 새로운 휴양 코스로 급부상하고 있는 곳이다. 송해공원은 달성군 명예군민인 방송인 송해 선생의 이름을 따 명칭한 곳으로, 둘레길 데크, 백년수중다리, 바람개비 쉼터, 전망대, 금동굴, 얼음빙벽 등 다양한 볼거리로 조성되어있다. 2018년까지 삼림욕장조성, 전국노래자랑 무대 조성, 송해 조형물 설치 등 다양한 볼거리가 있는 달성군의 대표 관광지로 거듭날 예정이다.|자연/공원|35.7804095|128.4779575|4.3|자료 없음|자료 없음|4.3|1|wc_tour_nature_23
tour_nature_24|하중도|대구광역시 북구 노곡동|"""봄 유채꽃, 가을 코스모스가 장관 ‣ 상습 침수지이자 환경 오염원이던 땅을 정비해 계절별로 피는 꽃을 심으면서 시민들의 휴식처로 변신함 ‣ 봄에는 유채꽃과 보리, 가을에는 코스모스와 메밀을 심어 아름다운 풍광을 연출 ‣ 하중도 하류에는 하천 정화력을 가진 물억새를 식재했다 """|자연/공원|35.90627017|128.56265896600001|자료 없음|자료 없음|자료 없음|자료 없음|0|none
tour_nature_25|파워클라이밍센터|대구 수성구 달구벌대로 467길 13|"""아슬아슬 짜릿한 스포츠 클라이밍 도전! ‣ 다채로운 난이도와 홀더를 보유한 암장에서 스릴 넘치는 암벽타기 ‣ 우수 클라이머를 꾸준히 배출해 낸 유명 실내암장 ‣ 굵은 땀방울이 비 오듯 떨어지고 손가락은 파르르 떨리지만, 힘겹게 정상에 도달했을 때의 쾌감은 무엇과도 바꿀 수 없다 이용시간 14:00~24:00(월~금요일) 새내기 암벽교실 09:00~17:00 (토, 일 중 하루) 입장료 일반 월 60,000원(3개월 16만원, 6개월 30만원) 학생 월 50,000원(3개월 13만원, 6개월 18만원) 일일 회비 : 8,000원 (암벽화, 쵸크 가루 대여료 2,000원 별도) 쿠폰 10장 : 6,000원, 쿠폰 20장 : 100,000원 매월 새내기 암벽교실 (토, 일 중 하루 9시~17시 수강료 : 30,000원) """|자연/공원|35.860151461|128.618064644|자료 없음|자료 없음|자료 없음|자료 없음|0|none
tour_nature_26|옹기종기행복마을|대구광역시 동구 입석로 15-18|"""추억이 새록새록, 기찻길 옆 작은 마을 ‣ 마을 전체가 추억을 되새기게 하는 벽화로 꾸며져 있어 감성 여행지로 제격 ‣ 알록달록 물들인 담벼락을 따라 어린 시절을 떠올리게 하는 캐릭터들을 만난다. 집 앞마다 가지런히 놓인 화분은 정겨우며 좁은 골목 사이로 아늑한 분위기가 새어 나온다 """|자연/공원|35.893289939|128.64710534|자료 없음|자료 없음|자료 없음|자료 없음|0|none
tour_nature_27|대구올레 팔공산 1코스|대구광역시 동구 도학2동 삼거리(출발점-도장교)|""" 싱그러운 솔숲이 매력적인 편안한 산책로 ‣ 유명 시인들의 시로 꾸며진 시인의 길과 유기장 이봉주 장인의 작품을 전시하는 대구방짜유기박물관을 지나 신라시대 고찰 북지장사에 이르는 길 ‣ 왕복 5km, 소요시간 1시간 30분 정도의 코스. 길이 완만해 남녀노소 누구나 걷기 좋다 ‣ 솔 내음 가득한 울창한 솔숲 구간이 대구올레 팔공산 1코스의 백미 """|자연/공원|35.96494910000001|128.6972528|자료 없음|자료 없음|자료 없음|자료 없음|0|none
tour_nature_28|힐링선빌리지|대구광역시 동구 백안동 서당마을|"""팔공산 가는 길 중턱에 있는 물 맑고 공기 좋은 서당마을 ‣ 팔공산의 명당이라고 하는 백안동은 한때 고시촌으로 유명해서 서당마을이라 불림 ‣ 난치병 환자들도 병을 고치고 건강해졌다는 이야기가 전해 내려 온다 ‣ 마을에는 하동 정씨 재실 및 도선산 유적지가 있다. 마을 산책로를 걷다보면 어느새 머리가 맑아지고 마음이 편안해 진다 """|자연/공원|35.9616821|128.6792695|자료 없음|자료 없음|자료 없음|자료 없음|0|none
tour_nature_29|달성습지|대구광역시 달성군 다사읍 죽곡리|""" 낙동강과 금호강이 합류하는 천혜의 자연습지 ‣ 달성습지는 범람형 하천습지로 사계절 아름다운 들꽃과 겨울철새 도래지로 유명 ‣ 맹꽁이, 구렁이, 수달, 수리부엉이, 검독수리 등 멸종위기종만 십여 종이 서식 ‣ 2018년 완공예정인 달성습지 생태학교는 맹꽁이 생태교실, 두꺼비 생태교실, 달성습지 생태교실을 예약제로 운영중이며 생태교육관과 전시관, 탐방나루터가 조성될 예정임 """|자연/공원|35.850467|128.4455667|4.2|자료 없음|자료 없음|4.2|1|wc_tour_nature_29
tour_nature_30|사문진주막촌|대구광역시 달성군 화원읍 사문진로1길 40-12|"""옛 나루터의 정취 가득한 먹을거리, 볼거리 많은 주막촌 ‣ 과거 낙동강을 대표하던 나루터에 초가집, 원두막 등 옛날 분위기로 주막촌 개장 ‣ 국밥, 전, 막걸리 등 먹을거리 판매, 야외 및 초가집과 원두막에서 식사 가능 ‣ 낙동강 전망이 운치 있고 산책로, 분수대, 피아노 조형물 등 주변 경관이 잘 가꿔져 있다"""|자연/공원|35.810927916|128.477813325|자료 없음|4.4|자료 없음|4.4|1|wc_tour_nature_30
tour_nature_31|앞산전망대|대구광역시 남구 앞산순환로 454|"""대구 시내를 조망할 수 있는 으뜸 명소 ‣ 앞산케이블카를 타고 오르내리는 쉽고 편안한 여정 ‣ S자로 굽어지며 흐르는 낙동강을 시작으로 오른쪽으로 도시를 감싸는 산자락이 겹겹이 펼쳐진다. 노을이 붉게 물든 하늘 아래 하나 둘 불을 밝히는 도심의 불빛이 잔물결 일렁이는 바다처럼 아름답게 펼쳐진다"""|자연/공원|35.822362676|128.579286255|4.4|자료 없음|자료 없음|4.4|1|wc_tour_nature_31
tour_nature_32|앞산 케이블카|대구광역시 남구 앞산순환로 454|"""앞산 케이블카는 대구 앞산공원내 낙동강 승전기념관이 있는 큰골 자락길에 위치하고 있으며, 승차정원이 48인승이며, 초속 3.5미터로 편도 5분정도 소요된다. 이용요금은 개인 왕복 9,000원 편도 7,000원, 단체 왕복 8,500원, 편도 6,500원이며, 소인은 2,000원 할인된다. 케이블카를 타고 정상에 올라, 눈앞에 펼쳐지는 그림같은 대구 경치를 보면, 가슴 벅찬 감동을 느낄 수 있다. 울창한 숲에서 산속 공기를 마음껏 마시고 일상의 스트레스를 내려놓고 다시 활력을 얻을 수 있다."""|자연/공원|35.822362676|128.579286255|4.3|자료 없음|자료 없음|4.3|1|wc_tour_nature_32
tour_nature_33|힐링파크포니목장|대구광역시 달성군 가창면 가창로 175길 38-12|""" 이국적인 풍광과 말 타기 체험 ‣ 달성군 가창면 최정산의 해발 700m 자락에 위치한 힐링 공간 ‣ 넓은 초원에 말들이 어우러져 이국적인 풍광을 연출하고 말 타기, 말과 돼지 먹이주기, 연날리기 등 다채로운 체험 프로그램을 운영 토, 일요일, 공휴일 10:00~18:00,※주중은 단체만 이용 가능"""|자연/공원|35.785943058|128.63891828299998|자료 없음|자료 없음|자료 없음|자료 없음|0|none
tour_nature_34|대한수목원|대구광역시 동구 중대동 301-2|‘하늘 아래 낙원’이란 이름처럼 1,700여 종의 꽃과 나무, 다양한 조형물이 산책로와 오솔길, 연못, 돌계단 등 구석구석에서 신선한 볼거리와 아름다운 풍경을 선물한다. 석송 배만현 회장이 20여 년간 땀과 정성으로 이루어낸 개인 수목원.|자연/공원|35.97403410000001|128.6296616|자료 없음|자료 없음|자료 없음|자료 없음|0|none
tour_nature_35|수태골|대구광역시 동구 팔공산로 1037-10|수량이 풍부하고 울창한 숲과 기암괴석들이 절경을 이룬다. 계곡을 따라 시원한 산행을 즐길 수 있다.|자연/공원|35.993575516|128.681318208|4.2|자료 없음|4.0|4.1|1|wc_tour_nature_35
tour_nature_36|팔공산케이블카|대구광역시 동구 팔공산로185길 51|"""팔공산과 대구 시내 전경이 한눈에 ‣ 6인승 케이블카를 타고 해발 820m까지 펀안하게 올라간다 ‣ 케이블카 정상역에 도착하면 팔공산과 대구 시내 전경을 한눈에 바라볼 수 있다 ‣ 케이블카 정상역 주변에는 산책로, 등산코스, 전망대, 소원의 언덕, 사랑의 터널 등 다양한 즐길거리가 있다 """|자연/공원|35.990901766|128.69483593799998|4.3|자료 없음|4.5|4.4|1|wc_tour_nature_36
tour_nature_37|월광수변공원|대구광역시 달서구 도원동 952|온갖 나무와 꽃을 비롯해 각종 편의시설과 체육시설이 잘 어우러진 휴식공간이며, 특히 음악과 율동에 맞춰 물을 쏘아 올리는 음악분수가 이채롭다.|자연/공원|35.7981359|128.5450898|4.4|자료 없음|5.0|4.7|1|wc_tour_nature_37
tour_nature_38|영상분수|대구광역시 수성구 두산동 수성못 한가운데|"""수성못 한가운데 설치된 전국 최대 규모의 영상 음악분수. 레이저쇼, 워터스크린, 음악분수가 어우러져 아름다운 볼거리와 이색적인 즐거움을 준다. • 운영시간(매주 월요일 미운영) 5, 8, 9, 10월 • 주간 13:00, 16:00(2회, 각40분간) • 야간 20:00, 21:00(2회, 각30분간) 6, 7월 • 주간 13:00, 16:00(2회, 각40분간) • 야간 20:30, 21:30(2회, 각30분간)"""|자연/공원|35.87571939999999|128.627674|자료 없음|자료 없음|자료 없음|자료 없음|0|none
tour_nature_39|사문진나루터|대구광역시 달성군 화원읍 사문진로1길 40-18|"""옛 정취를 살릴 수 있는 주막촌과 나루터 계류장, 나룻배에 이어 유람선까지 운항하게 되면서 사문진 나루터 일대가 과거와 현재가 만나는 독특한 분위기의 장소로 탈바꿈하여, 품격 높은 문화·관광 명소로 변하고있다. 달성호는 2009년 건조됐으며, 430마력 엔진에 승선인원 72명의 중형 유람선으로, 사문진에서 출발해 달성습지, 강정보 디아크, 달성보 일원까지 운항한 후 되돌아오는 1시간 코스로 운항중이다. [유람선 관광] 주막촌에서 달성습지, 강정보, 옥포신당리, 주막촌을 경유하며, 약 1시간 코스운항시간 : 평일, 주말(공휴일) 운항연락처 : Tel. 053-632-3338 (사문진주막촌 ), Tel.053-635-7111(시설관리공단) [나룻배 관광] 주막촌에서 출발하여 달성습지까지 운항하고, 다시 돌아오며, 약20분 코스운항시간 : 평일, 주말(공휴일) 운항연락처 : Tel. 053-632-3338 (사문진주막촌 ), Tel.053-635-7111(시설관리공단) """|자연/공원|35.8114956|128.4759281|자료 없음|자료 없음|자료 없음|자료 없음|0|none
